ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID
10228,32,100,1,3360,2004/03/10,Shipped   ,1,3
10245,29,100,8,3451,2004/05/04,Shipped   ,2,5
10258,41,100,5,5453,2004/06/15,Shipped   ,2,6
10270,43,96.8,8,4164.1,2004/07/19,Shipped   ,3,7
10280,24,100,1,2800.1,2004/08/17,Shipped   ,3,8
10291,41,100,10,4687.9,2004/09/08,Shipped   ,3,9
10304,46,98,5,4508,2004/10/11,Shipped   ,4,10
10312,32,100,2,4181.4,2004/10/21,Shipped   ,4,10
10322,22,100,10,2251,2004/11/04,Shipped   ,4,11
10333,29,40.2,7,1167.2,2004/11/18,Shipped   ,4,11
10347,42,49.6,5,2083.2,2004/11/29,Shipped   ,4,11
10357,39,98,1,3822,2004/12/10,Shipped   ,4,12
10370,27,100,1,3911.5,2005/01/20,Shipped   ,1,1
10381,48,98,2,4704,2005/02/17,Shipped   ,1,2
10391,29,85.1,10,2467.9,2005/03/09,Shipped   ,1,3
10411,27,100,8,3213,2005/05/01,Shipped   ,2,5
10424,54,100,5,7182,2005/05/31,In Process,2,5
10109,26,100,4,4379.2,2003/03/10,Shipped   ,1,3
10122,34,100,2,5004.8,2003/05/08,Shipped   ,2,5
10136,25,100,2,3644.8,2003/07/04,Shipped   ,3,7
10148,23,100,13,2702,2003/09/11,Shipped   ,3,9
10161,28,100,12,3764.9,2003/10/17,Shipped   ,4,10
10171,35,100,2,4508,2003/11/05,Shipped   ,4,11
10181,44,100,6,5418.2,2003/11/12,Shipped   ,4,11
10192,22,100,11,3300.7,2003/11/20,Shipped   ,4,11
10204,42,100,17,6182.4,2003/12/02,Shipped   ,4,12
10212,29,100,10,4186.7,2004/01/16,Shipped   ,1,1
10225,32,100,1,4529.3,2004/02/22,Shipped   ,1,2
10240,41,100,3,5628.9,2004/04/13,Shipped   ,2,4
10253,26,100,5,3054.5,2004/06/01,Cancelled ,2,6
10266,21,100,6,2526.5,2004/07/06,Shipped   ,3,7
10278,34,100,6,4667.9,2004/08/06,Shipped   ,3,8
10287,41,100,4,6499.3,2004/08/30,Shipped   ,3,8
10301,37,100,8,5917.8,2003/10/05,Shipped   ,4,10
10310,37,100,2,6231.9,2004/10/16,Shipped   ,4,10
10321,41,100,10,5803.1,2004/11/04,Shipped   ,4,11
10331,46,100,6,6434,2004/11/17,Shipped   ,4,11
10342,40,100,2,6454.4,2004/11/24,Shipped   ,4,11
10356,43,97.6,8,4196.8,2004/12/09,Shipped   ,4,12
10365,30,87.1,1,2611.8,2005/01/07,Shipped   ,1,1
10377,35,100,2,5895.1,2005/02/09,Shipped   ,1,2
10390,36,93.8,14,3375.7,2005/03/04,Shipped   ,1,3
10406,61,100,3,8374.7,2005/04/15,Disputed  ,2,4
10419,38,100,5,4464.2,2005/05/17,Shipped   ,2,5
10102,39,100,2,4808.3,2003/01/10,Shipped   ,1,1
10111,33,99.7,6,3288.8,2003/03/25,Shipped   ,1,3
10125,32,100,1,3254.7,2003/05/21,Shipped   ,2,5
10139,31,100,7,3184.9,2003/07/16,Shipped   ,3,7
10149,50,100,4,5907.5,2003/09/12,Shipped   ,3,9
10162,48,91.4,2,4389.1,2003/10/18,Shipped   ,4,10
10173,43,100,6,5036.2,2003/11/05,Shipped   ,4,11
10182,25,87.3,3,2183.2,2003/11/12,Shipped   ,4,11
10193,28,100,7,3106.9,2003/11/21,Shipped   ,4,11
10205,36,100,2,3735.7,2003/12/03,Shipped   ,4,12
10215,27,89.4,10,2413.3,2004/01/29,Shipped   ,1,1
10227,25,100,3,2953.8,2004/03/02,Shipped   ,1,3
10244,40,100,7,4684.8,2004/04/29,Shipped   ,2,4
10256,34,95.5,2,3248.7,2004/06/08,Shipped   ,2,6
10280,50,100,9,5239.5,2004/08/17,Shipped   ,3,8
10289,38,100,2,4568,2004/09/03,Shipped   ,3,9
10304,37,95.5,13,3535.3,2004/10/11,Shipped   ,4,10
10312,43,89.4,10,3843.3,2004/10/21,Shipped   ,4,10
10322,43,86.3,14,3710.9,2004/11/04,Shipped   ,4,11
10332,46,95.1,15,4376,2004/11/17,Shipped   ,4,11
10346,42,36.1,3,1516.6,2004/11/29,Shipped   ,4,11
10356,50,50.2,9,2509,2004/12/09,Shipped   ,4,12
10369,44,100,8,9240.4,2005/01/20,Shipped   ,1,1
10380,27,93.2,13,2515.3,2005/02/16,Shipped   ,1,2
10391,35,100,2,5548.9,2005/03/09,Shipped   ,1,3
10422,51,95.5,2,4873.1,2005/05/30,In Process,2,5
10102,41,50.1,1,2055.7,2003/01/10,Shipped   ,1,1
10111,48,49.1,5,2354.9,2003/03/25,Shipped   ,1,3
10126,42,55,17,2309.6,2003/05/28,Shipped   ,2,5
10139,49,43.1,6,2113.4,2003/07/16,Shipped   ,3,7
10149,30,58.2,3,1746.6,2003/09/12,Shipped   ,3,9
10162,45,51.2,1,2304.4,2003/10/18,Shipped   ,4,10
10173,48,44.2,5,2122.1,2003/11/05,Shipped   ,4,11
10182,32,54.5,2,1742.4,2003/11/12,Shipped   ,4,11
10193,46,53.4,6,2455,2003/11/21,Shipped   ,4,11
10205,48,63.6,1,3053.3,2003/12/03,Shipped   ,4,12
10215,33,43.1,9,1423.3,2004/01/29,Shipped   ,1,1
10227,31,48.5,2,1504.1,2004/03/02,Shipped   ,1,3
10244,20,58.2,6,1164.4,2004/04/29,Shipped   ,2,4
10256,29,51.8,1,1500.8,2004/06/08,Shipped   ,2,6
10280,27,57.7,8,1557.4,2004/08/17,Shipped   ,3,8
10289,24,56.1,1,1345.7,2004/09/03,Shipped   ,3,9
10304,37,48.5,12,1795.2,2004/10/11,Shipped   ,4,10
10312,25,44.2,9,1105.2,2004/10/21,Shipped   ,4,10
10322,41,57.7,5,2364.9,2004/11/04,Shipped   ,4,11
10332,27,89.9,16,2427,2004/11/17,Shipped   ,4,11
10347,21,59,7,1238,2004/11/29,Shipped   ,4,11
10356,22,72.4,6,1593,2004/12/09,Shipped   ,4,12
10369,32,98.6,7,3156.2,2005/01/20,Shipped   ,1,1
10381,25,52.8,9,1320.8,2005/02/17,Shipped   ,1,2
10391,42,100,3,4998,2005/03/09,Shipped   ,1,3
10422,25,51.8,1,1293.8,2005/05/30,In Process,2,5
10110,37,100,16,5433.1,2003/03/18,Shipped   ,1,3
10123,26,100,2,3073.7,2003/05/20,Shipped   ,2,5
10137,44,99.5,2,4380.2,2003/07/10,Shipped   ,3,7
10148,47,100,9,5848.7,2003/09/11,Shipped   ,3,9
10161,43,100,8,6153.7,2003/10/17,Shipped   ,4,10
10172,42,100,6,4965.2,2003/11/05,Shipped   ,4,11
10181,42,100,2,5435.6,2003/11/12,Shipped   ,4,11
10192,29,100,7,4258.4,2003/11/20,Shipped   ,4,11
10204,40,100,13,4032,2003/12/02,Shipped   ,4,12
10212,38,100,6,4492.4,2004/01/16,Shipped   ,1,1
10226,38,100,4,4161.4,2004/02/26,Shipped   ,1,2
10241,21,100,11,2508.7,2004/04/13,Shipped   ,2,4
10253,24,100,1,3374.9,2004/06/01,Cancelled ,2,6
10266,36,100,2,5196.6,2004/07/06,Shipped   ,3,7
10278,23,100,2,2604.5,2004/08/06,Shipped   ,3,8
10288,20,100,14,2936.8,2004/09/01,Shipped   ,3,9
10301,32,100,4,3424.6,2003/10/05,Shipped   ,4,10
10311,29,100,9,2923.2,2004/10/16,Shipped   ,4,10
10321,44,100,6,4489.8,2004/11/04,Shipped   ,4,11
10331,44,100,14,4849.2,2004/11/17,Shipped   ,4,11
10343,36,100,4,5848.9,2004/11/24,Shipped   ,4,11
10367,49,56.3,1,2758.7,2005/01/12,Resolved  ,1,1
10378,34,42.6,5,1449.8,2005/02/10,Shipped   ,1,2
10407,59,100,11,7048.1,2005/04/22,On Hold   ,2,4
10419,37,100,1,5202.9,2005/05/17,Shipped   ,2,5
10106,36,100,12,5279.4,2003/02/17,Shipped   ,1,2
10119,43,100,3,6916.1,2003/04/28,Shipped   ,2,4
10131,21,100,4,2781.7,2003/06/16,Shipped   ,2,6
10143,32,100,7,5248,2003/08/10,Shipped   ,3,8
10155,38,100,5,6531.4,2003/10/06,Shipped   ,4,10
10167,43,100,1,5763.7,2003/10/23,Cancelled ,4,10
10178,42,100,4,6490.7,2003/11/08,Shipped   ,4,11
10186,32,100,1,6004.8,2003/11/14,Shipped   ,4,11
10198,42,100,4,7484,2003/11/27,Shipped   ,4,11
10210,31,100,17,5719.5,2004/01/12,Shipped   ,1,1
10222,49,100,4,6954.1,2004/02/19,Shipped   ,1,2
10250,45,100,14,8160.3,2004/05/11,Shipped   ,2,5
10262,49,100,9,6568,2004/06/24,Cancelled ,2,6
10274,41,100,1,6724,2004/07/21,Shipped   ,3,7
10284,45,100,11,5747.9,2004/08/21,Shipped   ,3,8
10296,36,100,7,5676.8,2004/09/15,Shipped   ,3,9
10307,39,100,1,7380,2004/10/14,Shipped   ,4,10
10316,27,100,9,3704.1,2004/11/01,Shipped   ,4,11
10327,25,100,6,2804.8,2004/11/10,Resolved  ,4,11
10338,41,100,1,5624.8,2004/11/22,Shipped   ,4,11
10351,39,99.5,1,3881.3,2004/12/03,Shipped   ,4,12
10373,28,57.5,4,1611.4,2005/01/31,Shipped   ,1,1
10386,25,54.6,7,1364.2,2005/03/01,Resolved  ,1,3
10398,33,100,11,4215.1,2005/03/30,Shipped   ,1,3
10400,34,100,1,6433.8,2005/04/01,Shipped   ,2,4
10416,24,100,14,4352.2,2005/05/10,Shipped   ,2,5
10100,30,100,3,5151,2003/01/06,Shipped   ,1,1
10110,42,100,7,6069,2003/03/18,Shipped   ,1,3
10124,21,100,6,2856,2003/05/21,Shipped   ,2,5
10149,34,100,11,5375.4,2003/09/12,Shipped   ,3,9
10162,29,100,9,5176.5,2003/10/18,Shipped   ,4,10
10173,24,100,13,3508.8,2003/11/05,Shipped   ,4,11
10182,44,100,10,7554.8,2003/11/12,Shipped   ,4,11
10193,21,100,14,3141.6,2003/11/21,Shipped   ,4,11
10204,33,100,4,5890.5,2003/12/02,Shipped   ,4,12
10214,30,100,7,5967,2004/01/26,Shipped   ,1,1
10227,26,100,10,3712.8,2004/03/02,Shipped   ,1,3
10241,41,100,2,7597.3,2004/04/13,Shipped   ,2,4
10280,26,100,16,3668.6,2004/08/17,Shipped   ,3,8
10288,32,100,5,5875.2,2004/09/01,Shipped   ,3,9
10302,43,100,1,7310,2003/10/06,Shipped   ,4,10
10312,48,100,17,8078.4,2004/10/21,Shipped   ,4,10
10331,44,74,7,3257.8,2004/11/17,Shipped   ,4,11
10344,45,100,1,7650,2004/11/25,Shipped   ,4,11
10367,37,100,3,4703.8,2005/01/12,Resolved  ,1,1
10379,39,100,2,5399.6,2005/02/10,Shipped   ,1,2
10407,76,100,2,14082.8,2005/04/22,On Hold   ,2,4
10420,37,100,5,5283.6,2005/05/29,In Process,2,5
10108,38,82.4,2,3130.8,2003/03/03,Shipped   ,1,3
10122,43,72.4,6,3112.3,2003/05/08,Shipped   ,2,5
10135,48,79.3,3,3806.9,2003/07/02,Shipped   ,3,7
10147,26,82.4,3,2142.1,2003/09/05,Shipped   ,3,9
10160,38,88.5,4,3364.9,2003/10/11,Shipped   ,4,10
10170,20,63.1,2,1262.8,2003/11/04,Shipped   ,4,11
10181,22,73.9,10,1626.2,2003/11/12,Shipped   ,4,11
10192,45,90.9,15,4088.7,2003/11/20,Shipped   ,4,11
10203,45,85.5,4,3846.2,2003/12/02,Shipped   ,4,12
10212,20,67,14,1339.8,2004/01/16,Shipped   ,1,1
10225,47,64.7,5,3040,2004/02/22,Shipped   ,1,2
10239,46,73.9,4,3400.3,2004/04/12,Shipped   ,2,4
10253,23,83.9,9,1930.4,2004/06/01,Cancelled ,2,6
10266,33,74.7,10,2464.8,2004/07/06,Shipped   ,3,7
10278,29,90.9,10,2634.9,2004/08/06,Shipped   ,3,8
10287,44,82.4,8,3625.2,2004/08/30,Shipped   ,3,8
10300,41,92.4,1,3788.4,2003/10/04,Shipped   ,4,10
10310,20,91.6,6,1832.6,2004/10/16,Shipped   ,4,10
10321,37,78.5,14,2906,2004/11/04,Shipped   ,4,11
10329,29,100,9,2954.8,2004/11/15,Shipped   ,4,11
10342,55,65.5,1,3599.8,2004/11/24,Shipped   ,4,11
10363,22,100,7,3686.5,2005/01/06,Shipped   ,1,1
10377,31,67.8,4,2100.6,2005/02/09,Shipped   ,1,2
10389,49,79.2,3,3881.8,2005/03/03,Shipped   ,1,3
10405,61,73.9,4,4509.1,2005/04/14,Shipped   ,2,4
10419,39,83.9,9,3273.3,2005/05/17,Shipped   ,2,5
10109,38,100,3,4432.7,2003/03/10,Shipped   ,1,3
10122,31,100,1,4101,2003/05/08,Shipped   ,2,5
10136,36,100,1,5274.7,2003/07/04,Shipped   ,3,7
10148,25,100,12,4232,2003/09/11,Shipped   ,3,9
10161,48,100,11,6145.4,2003/10/17,Shipped   ,4,10
10171,35,100,1,4680.2,2003/11/05,Shipped   ,4,11
10181,21,100,5,3286.1,2003/11/12,Shipped   ,4,11
10192,47,100,10,7421.3,2003/11/20,Shipped   ,4,11
10204,38,100,16,6432.6,2003/12/02,Shipped   ,4,12
10212,41,100,9,4840.9,2004/01/16,Shipped   ,1,1
10226,24,100,7,3892.1,2004/02/26,Shipped   ,1,2
10240,37,100,2,5526.3,2004/04/13,Shipped   ,2,4
10253,33,100,4,4459.6,2004/06/01,Cancelled ,2,6
10266,49,100,5,6203.4,2004/07/06,Shipped   ,3,7
10278,29,100,5,3754.1,2004/08/06,Shipped   ,3,8
10287,24,100,3,3516.5,2004/08/30,Shipped   ,3,8
10301,47,100,7,7488,2003/10/05,Shipped   ,4,10
10310,24,100,1,3448.1,2004/10/16,Shipped   ,4,10
10321,25,100,9,3734,2004/11/04,Shipped   ,4,11
10331,30,32.5,8,974.1,2004/11/17,Shipped   ,4,11
10342,22,100,3,3160.7,2004/11/24,Shipped   ,4,11
10356,27,64.7,2,1746.6,2004/12/09,Shipped   ,4,12
10366,34,100,3,4207.8,2005/01/10,Shipped   ,1,1
10377,36,100,6,4352.8,2005/02/09,Shipped   ,1,2
10390,34,43,15,1463.7,2005/03/04,Shipped   ,1,3
10406,48,100,2,7169.3,2005/04/15,Disputed  ,2,4
10419,34,100,4,4594.8,2005/05/17,Shipped   ,2,5
10104,24,100,8,3457.9,2003/01/31,Shipped   ,1,1
10115,46,100,4,7381.2,2003/04/04,Shipped   ,2,4
10127,45,100,10,7146.9,2003/06/03,Shipped   ,2,6
10141,39,100,4,5938.5,2003/08/01,Shipped   ,3,8
10151,43,100,2,7110.9,2003/09/21,Shipped   ,3,9
10165,29,100,11,5032.9,2003/10/22,Shipped   ,4,10
10176,20,100,10,3667.6,2003/11/06,Shipped   ,4,11
10184,46,100,5,7381.2,2003/11/14,Shipped   ,4,11
10195,27,100,5,5128.1,2003/11/25,Shipped   ,4,11
10207,44,100,6,7060.2,2003/12/09,Shipped   ,4,12
10219,43,100,1,8448.6,2004/02/10,Shipped   ,1,2
10230,49,100,8,7300.5,2004/03/15,Shipped   ,1,3
10246,40,100,4,6549.2,2004/05/05,Shipped   ,2,5
10259,30,100,3,5697.9,2004/06/15,Shipped   ,2,6
10271,50,100,4,9169,2004/07/20,Shipped   ,3,7
10282,23,100,13,3238.6,2004/08/20,Shipped   ,3,8
10292,26,100,7,4554.9,2004/09/08,Shipped   ,3,9
10305,27,100,4,3934.4,2004/10/13,Shipped   ,4,10
10314,42,100,13,5776.3,2004/10/22,Shipped   ,4,10
10324,47,100,8,7207.4,2004/11/05,Shipped   ,4,11
10336,49,100,6,7460.7,2004/11/20,Shipped   ,4,11
10349,38,100,8,6719.5,2004/12/01,Shipped   ,4,12
10358,20,100,10,2428,2004/12/10,Shipped   ,4,12
10371,25,100,7,2602.2,2005/01/23,Shipped   ,1,1
10382,25,88,5,2200,2005/02/17,Shipped   ,1,2
10412,41,100,4,6712.9,2005/05/03,Shipped   ,2,5
10425,28,100,3,5318,2005/05/31,In Process,2,5
10100,50,67.8,2,3390,2003/01/06,Shipped   ,1,1
10110,32,50.2,6,1608,2003/03/18,Shipped   ,1,3
10124,42,53.9,5,2263,2003/05/21,Shipped   ,2,5
10149,24,62.4,10,1496.6,2003/09/12,Shipped   ,3,9
10162,27,69.6,8,1879.7,2003/10/18,Shipped   ,4,10
10173,26,57.5,12,1495.3,2003/11/05,Shipped   ,4,11
10182,38,61.1,9,2323.7,2003/11/12,Shipped   ,4,11
10193,42,59.3,13,2491.9,2003/11/21,Shipped   ,4,11
10204,23,71.4,3,1643.1,2003/12/02,Shipped   ,4,12
10214,21,63,6,1322.2,2004/01/26,Shipped   ,1,1
10227,28,50.9,9,1423.8,2004/03/02,Shipped   ,1,3
10241,33,72.7,1,2397.4,2004/04/13,Shipped   ,2,4
10280,25,63,15,1574,2004/08/17,Shipped   ,3,8
10288,28,61.8,4,1729,2004/09/01,Shipped   ,3,9
10303,46,49,2,2255.8,2004/10/06,Shipped   ,4,10
10312,30,61.1,16,1834.5,2004/10/21,Shipped   ,4,10
10332,38,84.2,9,3201.5,2004/11/17,Shipped   ,4,11
10344,40,56.9,2,2276.4,2004/11/25,Shipped   ,4,11
10367,45,100,4,8884.8,2005/01/12,Resolved  ,1,1
10379,27,49.3,1,1331.1,2005/02/10,Shipped   ,1,2
10407,42,72.7,1,3051.3,2005/04/22,On Hold   ,2,4
10420,36,63.6,4,2288.5,2005/05/29,In Process,2,5
10104,29,100,12,3772.6,2003/01/31,Shipped   ,1,1
10114,39,100,3,4164.4,2003/04/01,Shipped   ,2,4
10127,45,100,14,6295.9,2003/06/03,Shipped   ,2,6
10141,47,100,8,6287.7,2003/08/01,Shipped   ,3,8
10151,49,100,6,5412.5,2003/09/21,Shipped   ,3,9
10165,46,100,15,5984.1,2003/10/22,Shipped   ,4,10
10175,48,100,4,5891,2003/11/06,Shipped   ,4,11
10184,46,100,9,5984.1,2003/11/14,Shipped   ,4,11
10195,35,100,9,3608.2,2003/11/25,Shipped   ,4,11
10207,43,100,10,5752.5,2003/12/09,Shipped   ,4,12
10229,26,100,4,3765.3,2004/03/11,Shipped   ,1,3
10246,22,98.2,8,2160,2004/05/05,Shipped   ,2,5
10259,34,99.4,7,3379.9,2004/06/15,Shipped   ,2,6
10271,50,100,8,5093.5,2004/07/20,Shipped   ,3,7
10281,48,100,4,5773.4,2004/08/19,Shipped   ,3,8
10292,41,100,11,4528.9,2004/09/08,Shipped   ,3,9
10305,36,100,8,4816.1,2004/10/13,Shipped   ,4,10
10313,29,100,2,3416.8,2004/10/22,Shipped   ,4,10
10324,33,37.5,10,1236.8,2004/11/05,Shipped   ,4,11
10334,46,100,6,5814.9,2004/11/19,On Hold   ,4,11
10349,38,100,7,5223.5,2004/12/01,Shipped   ,4,12
10358,20,36.4,11,728.4,2004/12/10,Shipped   ,4,12
10370,22,100,5,3949,2005/01/20,Shipped   ,1,1
10383,27,100,11,3844,2005/02/22,Shipped   ,1,2
10412,56,98.2,8,5498.1,2005/05/03,Shipped   ,2,5
10425,38,99.4,7,3777.6,2005/05/31,In Process,2,5
10101,25,100,4,3782,2003/01/09,Shipped   ,1,1
10110,33,100,4,3859.7,2003/03/18,Shipped   ,1,3
10124,42,100,3,4431.8,2003/05/21,Shipped   ,2,5
10149,33,100,8,4950.3,2003/09/12,Shipped   ,3,9
10162,38,100,6,4299.7,2003/10/18,Shipped   ,4,10
10173,31,100,10,4492.8,2003/11/05,Shipped   ,4,11
10182,20,100,7,2212,2003/11/12,Shipped   ,4,11
10193,44,100,11,4642.9,2003/11/21,Shipped   ,4,11
10204,26,100,1,3206.3,2003/12/02,Shipped   ,4,12
10214,27,100,4,3604.2,2004/01/26,Shipped   ,1,1
10227,46,100,7,7017.8,2004/03/02,Shipped   ,1,3
10243,47,100,2,6154.2,2004/04/26,Shipped   ,2,4
10280,37,100,13,4750.8,2004/08/17,Shipped   ,3,8
10288,31,100,2,3822.9,2004/09/01,Shipped   ,3,9
10304,24,100,17,2440.8,2004/10/11,Shipped   ,4,10
10312,31,100,14,4729.4,2004/10/21,Shipped   ,4,10
10322,50,100,6,12536.5,2004/11/04,Shipped   ,4,11
10332,35,64.7,8,2264.2,2004/11/17,Shipped   ,4,11
10344,30,100,3,3928.2,2004/11/25,Shipped   ,4,11
10356,29,100,3,3630.2,2004/12/09,Shipped   ,4,12
10367,27,100,5,4196.1,2005/01/12,Resolved  ,1,1
10380,40,100,10,4931.6,2005/02/16,Shipped   ,1,2
10390,31,99,16,3068.7,2005/03/04,Shipped   ,1,3
10409,6,100,2,785.6,2005/04/23,Shipped   ,2,4
10420,45,100,2,4977,2005/05/29,In Process,2,5
10103,22,54.1,2,1190,2003/01/29,Shipped   ,1,1
10114,45,68.7,6,3090.2,2003/04/01,Shipped   ,2,4
10126,43,65,2,2795.9,2003/05/28,Shipped   ,2,5
10140,46,62,2,2851.5,2003/07/24,Shipped   ,3,7
10151,39,69.3,9,2701.9,2003/09/21,Shipped   ,3,9
10165,31,71.1,18,2204.1,2003/10/22,Shipped   ,4,10
10175,41,69.3,7,2840.5,2003/11/06,Shipped   ,4,11
10184,44,60.2,12,2647,2003/11/14,Shipped   ,4,11
10194,45,70.5,2,3172.1,2003/11/25,Shipped   ,4,11
10207,37,69.9,13,2585.9,2003/12/09,Shipped   ,4,12
10217,35,61.4,2,2148.3,2004/02/04,Shipped   ,1,2
10229,28,59.5,7,1667.4,2004/03/11,Shipped   ,1,3
10246,30,62,11,1859.7,2004/05/05,Shipped   ,2,5
10259,30,49.2,10,1476.6,2004/06/15,Shipped   ,2,6
10271,25,69.3,11,1732,2004/07/20,Shipped   ,3,7
10281,29,57.7,7,1674.2,2004/08/19,Shipped   ,3,8
10291,26,57.7,2,1501,2004/09/08,Shipped   ,3,9
10305,41,53.5,11,2192.7,2004/10/13,Shipped   ,4,10
10313,34,52.9,5,1797.6,2004/10/22,Shipped   ,4,10
10322,35,61.2,11,2142.3,2004/11/04,Shipped   ,4,11
10334,34,61.4,1,2086.9,2004/11/19,On Hold   ,4,11
10347,50,100,8,6834.5,2004/11/29,Shipped   ,4,11
10357,41,62,7,2541.6,2004/12/10,Shipped   ,4,12
10370,22,96.9,7,2130.9,2005/01/20,Shipped   ,1,1
10381,35,48.6,7,1701.7,2005/02/17,Shipped   ,1,2
10391,44,38.5,5,1694,2005/03/09,Shipped   ,1,3
10412,47,62,11,2913.5,2005/05/03,Shipped   ,2,5
10425,19,49.2,10,935.2,2005/05/31,In Process,2,5
10106,34,90.4,2,3073.3,2003/02/17,Shipped   ,1,2
10120,29,71.8,8,2082.5,2003/04/29,Shipped   ,2,4
10133,49,69.3,3,3394.2,2003/06/27,Shipped   ,2,6
10145,30,85.3,14,2559.6,2003/08/25,Shipped   ,3,8
10168,21,71,9,1490.2,2003/10/28,Shipped   ,4,10
10210,50,76.9,7,3844,2004/01/12,Shipped   ,1,1
10223,47,100,9,4724.9,2004/02/20,Shipped   ,1,2
10235,24,76,3,1824.7,2004/04/02,Shipped   ,2,4
10250,27,98.8,4,2668.7,2004/05/11,Shipped   ,2,5
10263,33,86.2,10,2843.6,2004/06/28,Shipped   ,2,6
10275,35,90.4,9,3163.7,2004/07/23,Shipped   ,3,7
10284,31,71.8,1,2226.1,2004/08/21,Shipped   ,3,8
10297,25,82.8,4,2069.8,2004/09/16,Shipped   ,3,9
10308,27,82.8,7,2235.3,2004/10/15,Shipped   ,4,10
10318,31,100,9,3116.4,2004/11/02,Shipped   ,4,11
10327,45,100,8,4781.7,2004/11/10,Resolved  ,4,11
10339,27,100,2,2810.7,2004/11/23,Shipped   ,4,11
10353,27,100,1,3515.7,2004/12/04,Shipped   ,4,12
10374,42,69.3,2,2909.3,2005/02/02,Shipped   ,1,2
10386,21,74.8,18,1570.2,2005/03/01,Resolved  ,1,3
10398,34,76.9,15,2613.9,2005/03/30,Shipped   ,1,3
10401,42,76,3,3193.3,2005/04/03,On Hold   ,2,4
10416,15,98.8,4,1482.6,2005/05/10,Shipped   ,2,5
10107,29,70.9,6,2055.2,2003/02/24,Shipped   ,1,2
10120,46,58.1,4,2674.9,2003/04/29,Shipped   ,2,4
10134,30,61.8,6,1853.4,2003/07/01,Shipped   ,3,7
10145,30,49.7,10,1490.1,2003/08/25,Shipped   ,3,8
10159,42,51.5,18,2162.2,2003/10/10,Shipped   ,4,10
10168,46,61.2,5,2814.3,2003/10/28,Shipped   ,4,10
10180,25,64.2,13,1605,2003/11/11,Shipped   ,4,11
10188,32,65.4,5,2093.4,2003/11/18,Shipped   ,4,11
10201,30,64.8,6,1944.3,2003/12/01,Shipped   ,4,12
10210,40,49.7,3,1986.8,2004/01/12,Shipped   ,1,1
10223,28,60.6,5,1696,2004/02/20,Shipped   ,1,2
10236,23,55.7,2,1281.6,2004/04/03,Shipped   ,2,4
10251,29,61.2,6,1774.2,2004/05/18,Shipped   ,2,5
10263,34,58.8,6,1997.5,2004/06/28,Shipped   ,2,6
10275,37,63.6,5,2353.2,2004/07/23,Shipped   ,3,7
10285,20,49.1,10,981.2,2004/08/27,Shipped   ,3,8
10298,32,48.5,2,1550.7,2004/09/27,Shipped   ,3,9
10308,34,52.1,3,1771.1,2004/10/15,Shipped   ,4,10
10318,42,52.7,5,2213.4,2004/11/02,Shipped   ,4,11
10329,38,100,12,5266,2004/11/15,Shipped   ,4,11
10339,30,62.2,1,1864.8,2004/11/23,Shipped   ,4,11
10362,23,49.7,3,1142.4,2005/01/05,Shipped   ,1,1
10374,22,53.3,4,1172.6,2005/02/02,Shipped   ,1,2
10389,39,100,5,6981,2005/03/03,Shipped   ,1,3
10402,55,55.7,2,3064.6,2005/04/07,Shipped   ,2,4
10417,36,61.2,6,2202.5,2005/05/13,Disputed  ,2,5
10101,26,100,1,3773.4,2003/01/09,Shipped   ,1,1
10110,31,100,1,5074.4,2003/03/18,Shipped   ,1,3
10125,34,100,2,6483.5,2003/05/21,Shipped   ,2,5
10139,41,100,8,7956.5,2003/07/16,Shipped   ,3,7
10149,23,100,5,4230.6,2003/09/12,Shipped   ,3,9
10162,48,100,3,7209.1,2003/10/18,Shipped   ,4,10
10173,22,100,7,3452.7,2003/11/05,Shipped   ,4,11
10182,21,100,4,3047.7,2003/11/12,Shipped   ,4,11
10193,22,100,8,3675.3,2003/11/21,Shipped   ,4,11
10205,40,100,3,7492.4,2003/12/03,Shipped   ,4,12
10214,50,100,1,9534.5,2004/01/26,Shipped   ,1,1
10227,29,100,4,5579,2004/03/02,Shipped   ,1,3
10244,43,100,8,5950.3,2004/04/29,Shipped   ,2,4
10255,24,100,1,3726,2004/06/04,Shipped   ,2,6
10280,22,100,10,4455,2004/08/17,Shipped   ,3,8
10289,43,100,3,8272.3,2004/09/03,Shipped   ,3,9
10304,20,100,14,3577.6,2004/10/11,Shipped   ,4,10
10312,25,100,11,3881.2,2004/10/21,Shipped   ,4,10
10322,36,100,2,5797.4,2004/11/04,Shipped   ,4,11
10332,24,52.7,1,1264.1,2004/11/17,Shipped   ,4,11
10347,21,100,6,4815.3,2004/11/29,Shipped   ,4,11
10356,30,100,1,4462.2,2004/12/09,Shipped   ,4,12
10367,32,94.8,7,3033.3,2005/01/12,Resolved  ,1,1
10380,21,47.2,8,990.8,2005/02/16,Shipped   ,1,2
10390,26,78.1,7,2030.9,2005/03/04,Shipped   ,1,3
10421,35,100,1,5433.8,2005/05/29,In Process,2,5
10109,26,100,1,3157.4,2003/03/10,Shipped   ,1,3
10123,46,100,3,5161.2,2003/05/20,Shipped   ,2,5
10137,37,100,3,4346.8,2003/07/10,Shipped   ,3,7
10148,27,100,10,3528.4,2003/09/11,Shipped   ,3,9
10161,23,100,9,3187.8,2003/10/17,Shipped   ,4,10
