first_time_customer;order_dollar_amount;num_items;age;web_order;total_transactions_to_date;hour_of_day;billing_shipping_zip_equal;reported_as_fraud_historic
1;555.8;12;100.9;0;61;12;1;0
0;573;11;41.2;0;18;17;0;0
1;969;5;35.4;0;51;14;0;1
0;240.7;4;30.9;0;68;23;1;0
0;10.6;9;17.3;0;92;15;1;0
1;577.6;11;91.2;0;61;10;1;0
1;410.6;11;94;0;9;19;0;0
1;701.3;20;15.6;0;1;18;1;1
0;337.7;9;81.2;1;35;4;0;0
0;912.1;4;63.9;1;12;14;0;1
0;627.2;1;90.4;1;48;23;1;0
0;212.6;2;33.8;0;86;3;0;0
0;216.1;10;108.1;0;1;3;1;0
1;283;17;10.6;1;50;21;1;1
1;285;13;76.9;0;75;5;0;0
0;414.7;9;42.6;0;79;18;0;0
0;606.9;1;28.9;1;25;19;1;0
0;900.2;1;94.4;1;28;2;1;0
1;603.6;13;21;0;53;7;1;0
0;379.8;17;26.5;1;13;21;1;0
1;608.8;11;21.5;1;64;21;1;0
0;646.3;7;52.4;0;7;10;1;0
1;838;15;99.7;0;64;6;1;0
1;405.6;10;22.2;0;90;11;1;0
1;565.5;2;66.4;1;26;10;0;1
0;495.2;5;83.1;1;10;5;1;0
0;9.3;10;17.4;0;3;4;0;0
0;59.5;7;67.7;0;100;1;0;0
1;421.4;6;27.9;0;20;13;1;0
0;181.5;9;58.1;1;7;11;0;0
1;886.8;10;49.6;1;90;7;1;0
1;472.5;6;77.7;1;70;8;0;0
0;328.3;15;59.6;0;32;1;1;1
1;118.6;6;59.8;0;21;2;1;0
1;219.2;13;11.1;0;5;10;1;0
0;883.4;2;43;1;29;23;1;1
1;502;19;36;0;31;6;1;0
1;568.8;14;43.6;0;62;22;0;1
1;215.8;15;49.8;0;55;8;1;0
1;432.2;15;55.2;1;6;1;1;0
0;328.5;10;108.1;1;85;11;1;0
0;61.1;16;24.8;0;85;13;1;0
1;278.4;5;65;0;64;22;1;0
1;204.4;3;56.3;1;51;16;0;1
0;720.7;14;84.2;1;24;7;0;1
0;61;13;90.9;0;70;21;0;0
0;982.5;8;50.7;1;83;22;1;1
0;525.1;1;13.8;0;77;3;1;0
0;724.4;16;36.1;0;9;9;1;0
0;889.1;3;39;0;31;7;1;0
1;308.7;6;64.3;0;32;14;1;0
0;502.6;15;19.9;1;32;16;0;0
1;375.3;9;30.2;1;33;7;0;0
1;889.8;7;37.8;0;48;19;1;1
1;124.2;18;20;1;63;0;0;1
0;822.5;5;16.5;0;94;5;1;0
1;805.2;9;83.1;0;52;0;1;0
0;851;20;14.9;0;27;15;0;1
1;914.4;5;107;1;47;5;0;1
1;791.6;19;45.1;0;90;20;1;0
0;598.2;11;42.7;0;33;0;0;0
1;672;2;69;0;77;3;0;0
0;764;1;33.4;1;91;23;1;0
1;632;5;20.9;0;42;18;0;1
1;397.8;13;94.3;0;31;7;0;0
0;283.4;3;107.2;1;26;12;0;0
1;588.9;12;94.5;0;72;9;1;0
0;24.8;3;33.2;1;36;8;0;0
0;762.3;7;91.2;1;89;5;0;0
1;815.4;1;106.8;0;43;9;0;0
1;617.2;13;65.8;0;6;9;0;0
1;904.2;1;69.5;0;19;20;1;0
0;272.6;9;11.2;1;66;15;1;1
0;17.3;20;103.2;1;4;5;1;0
1;120.8;16;22.2;1;35;12;1;1
0;501.5;19;65.7;0;16;14;0;0
0;887.2;19;37;1;89;13;1;0
0;925.8;18;101.4;0;72;1;1;0
0;397.1;1;81;1;38;0;1;0
0;638.9;14;80.5;1;77;8;1;0
0;549.9;5;62.5;1;27;17;0;0
0;784.5;9;13.8;0;3;13;1;0
0;1000.2;12;70.4;1;74;10;0;1
0;273.4;15;95.3;1;48;1;0;1
0;45.5;13;23.7;1;92;15;1;0
1;212.5;9;21.8;1;80;9;0;1
0;222.1;17;23.2;1;41;18;1;0
0;291.1;16;38.7;0;63;15;0;0
0;106.5;17;54.6;0;68;16;0;0
0;623.7;5;63.6;1;70;14;0;0
1;824.8;17;94.7;1;71;16;0;1
1;550.6;4;36.3;0;68;5;0;0
1;769.2;20;68.1;1;61;17;0;1
1;895.1;9;46;0;5;11;0;1
0;21.1;12;106.9;0;39;9;1;0
0;177.5;3;85.5;0;61;14;0;0
0;981;15;62;1;74;18;0;1
0;286.6;19;81.9;0;95;12;1;0
0;706.4;4;16.4;1;1;3;0;1
1;108;6;55.2;1;67;14;1;0
1;455.9;19;50.2;0;10;20;0;0
0;609.3;2;52.4;1;53;22;0;1
1;940.2;9;108.1;1;62;16;0;1
0;882.9;12;10.2;1;29;10;1;1
1;781.3;20;18.3;1;97;9;0;1
0;644.7;6;93.6;0;57;17;1;0
1;677.1;13;13.6;1;63;2;0;1
1;691.5;11;61.4;1;32;10;1;0
1;774.6;19;104.7;0;41;12;1;0
1;813.6;14;109.5;1;34;0;0;1
0;748.9;15;54.7;0;93;1;0;0
1;665.9;8;40.2;0;44;16;1;0
1;89.7;15;106.5;1;100;23;0;0
0;95;3;108.9;1;62;13;1;0
0;95.3;7;11.6;1;29;0;1;1
1;424.3;19;98;0;88;16;1;0
1;72.9;8;10.8;1;87;18;0;1
1;195.1;9;67.4;1;8;10;0;1
1;246.2;15;16.9;1;2;20;0;1
0;865.6;3;31.6;0;39;2;0;0
0;870;19;50;1;95;19;1;1
0;966.4;18;14.9;0;82;7;0;1
0;52.2;2;73.5;0;80;14;1;0
0;213.1;10;32.1;0;38;0;1;0
0;782.3;5;83.3;0;50;23;1;0
0;76.2;19;47.7;1;22;7;0;0
1;667;4;98.3;1;90;18;0;1
1;308;5;60.2;0;45;9;0;0
0;873.3;2;102.6;1;85;3;1;0
1;926;6;65.6;1;99;0;1;0
0;778;1;90.7;1;48;12;0;0
1;154.2;1;45.6;0;2;14;1;0
1;825;16;63.2;0;43;20;0;1
0;820.4;19;34.5;1;51;21;1;0
1;88.4;2;26;1;30;5;1;0
1;711.5;14;11.8;1;33;10;0;1
1;44.3;14;39.9;0;3;19;1;0
1;385.6;19;73;1;42;13;1;0
0;48.2;9;73.8;1;56;11;0;0
1;940.1;11;25.9;1;60;3;1;0
0;19.8;5;108.1;0;32;5;0;0
0;238.8;19;65.1;1;41;18;1;0
1;835.7;8;41.6;0;6;22;0;1
1;94.1;13;72.9;0;52;22;1;0
1;927.8;2;49.4;1;57;11;0;1
1;907.2;4;97.2;1;31;8;1;0
1;589.5;4;43.1;1;59;23;0;1
1;265.6;5;56.1;0;91;13;1;0
1;488.9;10;83;1;73;2;0;1
0;996.6;17;20.3;1;44;12;1;0
0;889;7;91.8;0;56;23;0;1
0;178.8;1;21.3;1;72;8;0;1
1;74.5;1;21.2;0;64;3;1;0
1;610.3;10;37.4;0;15;10;0;0
0;486.6;11;19.3;1;86;9;1;1
1;233.8;18;106.5;1;16;5;0;0
1;63.4;12;50.8;1;57;11;1;0
1;18.7;16;15.4;1;67;19;0;0
0;288.9;10;18.8;1;7;16;1;1
1;800.5;9;16.8;0;22;0;1;0
1;447.8;8;38.7;0;96;11;0;0
0;577.3;8;22.5;0;15;4;1;0
0;588.1;14;13.8;0;78;17;0;0
0;762.7;12;24.1;0;34;11;0;0
0;690.2;11;63.2;0;47;4;0;0
1;896.5;9;90.4;0;5;1;1;0
0;543.5;6;51.2;0;25;11;0;0
0;311.9;10;91.8;0;35;18;1;0
0;829.6;14;69.4;1;20;8;1;0
1;260;17;101.5;1;63;10;0;0
1;912.8;11;19.9;0;30;14;0;1
0;991.2;10;24.2;0;68;22;0;0
1;837.9;18;50.9;0;22;23;1;1
1;293.9;2;101;1;85;15;1;0
0;34;10;94.3;1;45;20;0;0
0;989.7;14;41.8;0;82;0;0;0
0;226.6;19;55.1;1;34;0;0;1
0;886;3;34.4;0;42;6;0;0
0;56.1;8;102.8;0;32;2;1;0
1;685.7;7;80.5;1;2;0;1;0
0;903.1;11;14.7;1;12;6;1;1
1;353.9;18;109.2;0;8;13;1;0
0;421.2;3;21.1;0;22;5;1;0
1;441.2;19;16.5;0;21;14;1;1
1;276.9;4;103;0;13;19;1;0
0;864.8;8;82.6;1;27;20;1;1
1;595.8;7;90.7;1;9;18;0;1
0;645.8;3;15.8;1;23;5;1;0
0;616.7;1;15.6;1;47;3;0;1
1;104.1;17;73.5;1;87;10;1;0
1;52;20;62.6;0;62;23;1;0
0;10.3;7;109.5;0;28;16;1;0
0;656;2;75.8;1;49;5;1;0
1;194.2;6;99.7;1;30;12;1;0
1;499.1;4;65.3;1;62;8;0;1
0;111;20;92.8;1;61;16;1;0
0;450.2;14;65.9;1;89;4;0;1
0;863.7;4;40;0;87;11;0;0
1;365.2;5;98.6;1;69;2;0;1
0;183.5;15;50.1;1;47;17;0;0
0;482.9;18;82.9;1;89;16;1;0
0;866.3;14;21.9;1;33;12;0;1
1;528.2;1;52.1;0;9;22;1;0
1;166.8;9;104.5;1;31;8;0;0
0;22;17;19.7;1;79;9;0;0
0;649.6;8;33;0;70;6;0;0
1;297.8;7;48.3;0;85;7;0;0
1;996.9;10;92.7;1;24;8;0;1
1;726.5;12;70.6;1;75;14;1;0
1;274.1;8;59;1;34;23;1;0
0;646.7;18;11.6;0;23;16;0;1
1;151.1;9;64.8;0;72;16;0;0
1;503.1;16;63.1;1;75;5;0;1
0;582.2;9;45.3;1;29;17;0;0
1;691.8;7;61;0;27;23;0;1
1;441.7;19;108.6;0;51;4;0;0
1;612.2;2;13;1;89;2;0;1
0;617.2;11;84.6;0;85;21;1;0
1;426.1;8;29.4;1;76;17;0;0
0;60;15;99.6;1;88;18;0;0
1;24.4;6;105.6;1;91;7;0;0
0;292.1;13;29;1;38;0;0;1
1;699.8;14;106.4;0;32;20;1;1
0;870.6;5;75.7;0;5;21;0;1
1;27.4;9;102.1;1;91;1;0;1
0;308.7;13;27;0;37;20;0;0
0;451.8;8;107.2;0;80;5;0;0
0;954.7;17;36.9;1;90;1;1;0
1;81.8;6;70.1;0;42;10;1;0
0;326.4;9;86.2;0;81;12;1;0
0;191.4;3;65.7;0;94;3;1;0
0;404.5;20;69.7;0;90;22;0;0
1;928.3;18;39.4;0;60;21;1;1
1;381.2;17;59.8;1;72;3;0;1
0;729.5;13;53.2;1;24;3;1;0
0;367.1;5;97.4;1;33;7;1;0
0;943.4;11;83.7;0;80;12;0;0
0;554.5;17;59.5;1;2;14;0;0
0;159.9;19;21.9;0;8;6;0;1
1;338.2;15;54.3;0;74;14;1;0
1;746.2;2;25.6;1;32;16;1;0
0;892.6;18;92.3;0;55;12;0;1
0;91.1;9;72.9;1;15;4;1;1
0;706.5;12;85.6;1;63;12;1;0
1;55;5;68.3;1;38;7;1;0
0;574.8;3;22.8;0;43;14;0;0
1;127.8;17;50.4;0;7;22;1;0
0;547.1;18;72.2;1;38;22;0;0
1;793.4;5;51.4;1;45;19;0;1
1;333.1;13;60.5;0;64;2;1;0
0;601.7;8;59.5;0;24;16;1;0
1;665.8;18;80.1;1;50;22;1;0
0;446.9;16;31.6;1;70;15;1;0
1;120.7;12;71.8;0;81;16;0;0
0;553.7;12;109.9;0;5;21;1;0
1;892.9;4;35.5;0;5;10;0;1
0;669.5;6;88.8;0;78;1;0;0
1;31;16;17.4;1;36;10;1;1
1;964.9;17;84.6;1;20;13;0;1
0;627.5;10;24.2;1;34;16;0;1
1;139.9;5;57.1;0;88;23;0;0
1;466.8;3;14.4;0;75;22;0;1
1;238.3;13;32.8;0;39;23;0;0
0;630.6;7;16.4;0;90;5;0;0
1;668.1;19;80.7;0;91;9;1;0
1;559.1;6;23.6;1;10;4;0;1
0;929.9;16;89;0;15;6;0;1
1;70.1;9;16.6;0;65;23;1;0
1;551.6;6;95;1;8;13;0;0
1;835.6;20;61.8;1;100;23;1;0
0;730.6;19;16;0;4;20;1;1
0;814;17;37.9;0;38;18;1;1
1;182.4;3;32.4;0;64;23;1;0
1;140.7;9;38.5;1;60;5;1;0
1;697.1;8;73.3;1;1;11;1;0
1;974.6;10;102.1;1;42;20;1;1
0;902.6;12;53.2;0;89;3;0;0
1;803.2;5;18.8;0;93;1;0;1
0;734.1;5;11.1;1;2;1;0;1
0;702.5;8;64.2;1;61;21;1;0
0;111.8;15;101.7;1;43;23;1;0
0;56.2;3;10.1;0;44;10;0;0
1;324.9;11;88.1;1;96;7;0;1
0;230.3;9;62.2;0;52;1;0;0
0;622.8;12;87.1;1;70;2;1;0
1;705.6;12;74.5;0;89;22;0;0
0;513.4;1;15.6;1;75;21;0;1
1;166.9;18;91.6;1;85;13;0;1
0;268.3;3;89.6;1;74;14;1;0
1;49.2;16;66.2;0;38;16;0;0
0;135.3;16;25.3;1;77;22;1;0
0;41.2;20;105.4;1;17;2;0;0
0;757.6;2;91.1;0;16;2;0;0
0;45.5;20;93.1;0;68;18;1;0
0;299.9;6;63.2;0;48;6;0;0
1;96.1;16;38.8;1;85;22;0;0
1;782.5;2;31.4;0;48;20;1;0
0;732.8;17;104.7;1;81;15;0;0
0;121;15;108;1;29;15;0;0
0;332.5;5;58.5;0;27;23;1;0
0;374.2;2;88.7;1;55;5;1;0
1;897.9;5;103.9;0;88;23;1;0
0;698.7;14;14.5;1;73;14;0;0
0;803.1;16;37.9;1;27;4;1;0
1;509.7;3;86.4;0;40;11;1;0
0;995.6;8;84.5;0;13;17;1;0
1;350.7;16;81.9;1;80;19;1;0
0;156.5;12;56.5;0;86;6;0;0
1;968;4;23.2;0;20;17;0;1
1;316.8;17;93;0;30;7;0;1
0;94.1;17;47.6;0;64;19;1;0
1;431.1;14;24.8;0;12;11;0;0
1;436.8;9;29.6;1;52;0;0;1
0;408.2;2;16.1;0;17;2;0;0
1;376.2;19;105.3;1;42;15;1;0
1;99;20;33.7;1;49;20;0;0
0;868.6;10;48.5;0;88;23;0;1
1;741;7;92.8;0;40;11;0;0
0;56.6;8;48.7;1;44;3;1;0
0;360.2;16;29.7;0;13;16;0;0
1;87.6;7;41.4;0;49;10;1;0
0;629.7;10;51.8;0;60;11;0;0
1;638.1;4;39.9;1;54;3;0;1
1;685.9;3;14.2;1;68;0;0;1
0;645.9;1;19.4;1;25;10;1;0
0;401;6;73.4;1;65;7;0;0
0;748.6;3;102.8;0;77;2;0;0
1;613.1;17;68.2;0;16;14;0;0
0;929.9;1;98.8;0;3;7;1;0
1;813.1;18;76.9;1;30;22;1;1
1;872.2;6;41.6;1;22;0;0;1
0;788.5;13;102.3;1;24;2;0;0
1;516.9;11;82.5;0;20;10;0;0
1;724.5;13;32.9;1;98;14;1;0
1;331;7;84.2;1;19;9;0;0
1;262;8;31.3;0;63;12;1;0
1;781.4;6;65.8;1;35;14;1;0
1;12.7;19;100.1;1;84;1;0;1
1;515.9;11;50.9;1;58;16;1;0
1;31;19;73.7;1;78;17;0;0
1;751.5;4;67;0;32;6;1;0
0;743.3;13;88;0;15;21;0;0
0;369.1;13;47.4;1;51;19;1;0
0;834.2;13;76.6;1;88;10;1;0
0;215.8;20;84.1;1;50;13;0;0
1;589.2;7;43.9;1;81;17;1;0
0;114.3;6;83.7;0;22;0;1;0
0;195.6;17;65.4;1;1;9;0;0
1;79;2;74.9;1;27;20;0;1
0;499.1;6;64.9;0;19;11;0;0
1;239.2;11;17.3;0;21;1;0;1
0;718.6;1;18.4;1;63;17;1;0
1;969.3;17;63.6;0;83;13;1;0
0;616.8;7;35.5;0;25;22;0;0
0;726.4;13;21.9;0;63;8;0;1
0;629.5;8;66.8;0;24;14;0;0
1;94.1;20;71.6;0;18;21;1;0
1;450;3;89.5;0;79;9;0;0
0;534.8;2;80.3;0;88;18;0;0
0;572.1;18;18.8;1;37;3;0;1
0;346.9;4;73.2;1;39;4;0;0
1;289.2;13;97.3;0;9;20;1;0
1;331.3;1;103.7;0;57;8;0;0
1;651;4;10.2;1;73;14;0;1
1;663.4;1;77;1;10;12;1;0
1;876.7;18;78.3;1;70;2;0;1
0;472.4;13;74.5;1;58;10;1;0
0;725.8;4;78.1;0;73;18;1;0
0;628.3;7;31.4;0;31;1;1;0
1;325.6;18;37.8;1;52;13;0;1
1;235;2;15;0;51;22;1;0
0;955.3;7;61.5;0;10;12;0;0
1;331.4;7;55.8;0;35;10;1;0
0;288.6;1;29.3;1;14;15;0;0
1;298.5;8;80.6;0;28;2;0;0
1;591.1;20;25.3;0;93;20;1;0
1;474.4;10;96.7;0;21;16;1;0
0;377.1;7;41.8;1;40;4;1;0
1;475.9;20;78.9;0;3;3;0;1
1;21.6;20;10.6;1;77;23;0;1
1;727.1;11;108.2;1;97;18;1;0
0;830.2;10;11.9;0;22;9;0;1
1;695.3;2;12.4;1;26;13;1;0
0;66;8;109;1;17;18;1;0
1;333.7;7;58.5;0;64;8;0;0
1;433.3;11;61.1;0;67;14;1;0
0;231.4;10;47.5;1;21;3;1;1
1;518.4;18;62.3;1;33;6;1;0
1;969.8;13;60.5;0;10;18;0;1
1;687.5;7;58;0;32;22;1;0
1;186.9;15;107.5;1;50;0;1;1
0;941.5;18;87.7;0;5;19;1;1
0;848.2;12;27.7;0;44;4;1;0
0;228;20;105.5;1;78;10;0;0
0;224.1;5;91.6;0;3;0;0;0
0;710.5;7;26.9;1;95;0;0;0
0;75.7;14;55.5;1;41;1;0;0
0;493.8;10;52.9;0;53;2;1;0
0;546.1;2;17.8;0;10;4;1;0
0;307.5;5;21;1;93;5;0;0
1;259.7;17;27;0;20;21;1;0
1;645.8;17;33.1;1;4;20;1;0
1;128.3;12;91.8;1;81;17;0;0
1;864.8;9;10.4;1;83;6;0;1
0;364.2;2;43.7;0;46;5;1;0
0;736.4;3;25.1;1;3;19;1;0
1;200.1;10;100.3;1;69;0;0;1
1;959.5;2;59.3;1;40;3;0;1
1;816.5;1;81.9;0;59;18;0;1
1;128.2;8;40.8;1;9;17;1;0
1;975.9;5;29.3;0;60;1;0;1
1;656.9;2;105.7;0;53;9;0;0
1;863.7;15;73.4;0;18;22;0;1
0;162.7;15;37.7;1;49;23;0;0
0;636.9;9;107.6;0;83;18;0;0
1;804.7;9;35.5;1;65;7;1;0
1;179;4;11.4;0;85;12;0;1
0;79.8;20;55.5;0;27;6;0;0
0;562.6;18;75.7;1;56;8;0;0
0;576.9;12;82.9;0;46;19;0;0
0;718.3;7;81.5;0;22;17;1;0
0;186.3;8;78.8;1;52;7;1;0
0;811.8;6;78.7;0;41;19;1;0
1;267.8;12;54.7;0;87;3;1;0
1;826.5;3;18;0;15;6;1;0
0;274.9;9;24;0;2;1;0;0
1;854.5;19;84.8;1;40;17;1;1
1;336;1;80.1;1;21;3;0;1
1;593.9;4;84.2;1;34;23;0;1
0;293.4;11;51.8;1;2;12;1;0
1;553.2;17;29.1;1;6;11;1;0
0;698.1;11;85.4;0;68;13;0;0
0;463;1;79.1;1;100;9;1;0
1;263.3;19;104.1;1;33;22;1;0
1;394.3;20;82;0;79;14;1;0
0;272.9;7;93.8;1;2;21;0;0
1;84.4;15;67.5;1;90;19;1;0
0;449;17;66.4;1;63;21;1;0
1;969.4;1;42.3;1;56;5;1;0
1;775;19;49.9;0;51;0;0;1
1;423.8;4;37;0;64;11;1;0
0;776.7;7;55;0;8;22;1;0
0;707.2;16;56;1;74;0;0;0
1;759.4;12;69.6;1;14;13;0;1
1;118;8;78;1;17;23;0;0
1;503.3;12;29.2;1;11;7;0;1
0;854.4;13;59.6;1;26;5;1;0
1;914.7;8;14.9;0;4;4;1;0
1;81.6;10;90.1;0;51;1;0;1
0;135.2;5;28.3;0;51;2;1;0
1;707.4;10;48.6;0;1;2;0;0
0;607.4;19;93.2;0;25;7;1;0
1;363.4;3;13.1;0;80;15;1;0
1;597.6;8;34.1;1;76;6;1;0
1;94.1;16;71.1;0;46;10;0;1
1;676;7;82.3;1;58;1;0;1
1;252.8;6;82.8;1;57;20;1;0
1;653.2;6;58;1;59;11;0;1
1;104.6;15;45.9;0;54;9;0;1
0;474.6;2;80.3;1;89;4;1;0
0;636.2;1;12.2;1;21;14;0;1
1;571;20;53.2;0;82;16;1;0
0;73.1;17;106.4;0;82;13;0;0
0;167.1;14;79.7;0;48;18;1;0
1;603.6;18;97;0;78;8;0;0
1;45.8;3;51.8;0;42;2;1;0
0;809.5;19;68.7;0;83;9;0;0
0;271;20;67.8;1;83;16;0;0
1;304.9;2;47.1;1;98;21;0;1
1;366.4;14;27.1;0;87;17;1;0
1;80.5;18;25.2;1;78;18;1;0
1;451.5;8;51;0;54;12;0;0
0;56.4;8;42;0;46;19;1;0
1;835.1;17;81;0;68;15;1;0
0;341;4;63;1;37;17;1;0
0;565.2;12;104.4;0;51;20;0;0
0;697.3;16;12.3;0;27;19;0;1
0;436.5;5;55.9;0;26;21;1;0
1;716;7;107.5;0;97;18;1;0
0;954.3;4;47;0;41;12;1;0
0;196.1;1;45.4;1;71;8;0;0
1;756.3;12;71.9;0;98;12;0;0
0;231.7;17;90.7;1;100;22;0;0
1;990.5;7;40.8;1;39;6;0;1
1;506.9;16;16.2;0;24;20;0;1
0;150.6;6;89.4;1;49;18;1;0
0;296.8;17;44.8;1;59;15;0;0
0;868.7;6;16.1;0;2;18;1;1
0;676.1;6;43.7;1;82;14;1;0
0;164.3;11;95.8;0;30;18;1;0
1;434.5;1;20.5;0;40;9;0;1
1;651.2;19;20.8;1;45;16;1;0
1;198.8;10;71.3;1;41;12;0;1
0;200.5;6;18.2;0;63;2;0;0
0;263.2;14;30.5;0;84;20;1;0
0;561.6;17;95.1;0;94;2;1;0
0;625;1;73.1;0;69;16;0;0
1;439.4;4;60.1;0;41;23;0;1
1;728.7;14;18.1;0;40;5;1;0
0;528.8;1;71.6;1;50;4;1;0
0;416.3;17;84.8;0;12;8;0;0
0;6.8;17;63.9;0;72;11;0;0
0;585.1;11;50.4;0;32;21;1;0
1;980.7;17;99.5;1;85;1;0;1
1;52.3;13;59.8;0;19;4;1;0
0;393.9;4;98.3;1;24;1;0;0
0;126.5;14;37.1;0;46;4;1;0
1;888.5;17;94.7;1;64;23;1;0
0;386.9;20;49.7;0;92;17;0;0
0;125.2;11;70.1;1;18;10;0;0
1;168.4;2;73.6;0;43;12;0;0
0;60.2;11;14.2;1;88;18;1;1
0;255;7;10.9;1;63;2;0;1
0;678.4;3;61.5;0;29;8;1;0
0;279;20;109.6;0;3;15;1;0
1;685;14;56.2;0;66;8;0;1
0;328.6;14;34.9;1;95;21;0;0
0;652.7;14;92.6;1;22;4;1;0
0;261;18;42.7;1;80;9;0;0
1;127;6;84.3;0;7;19;1;0
0;223.7;1;104.8;1;10;12;1;1
1;187.9;17;108.3;1;7;6;1;0
0;882.5;20;36.6;1;99;9;0;1
1;969.2;15;77.7;1;43;10;1;0
1;856.3;7;76;0;38;15;1;0
1;633.7;15;90.5;1;24;18;0;1
1;859;13;64.9;1;64;4;0;1
0;307.3;3;105.5;0;73;5;0;0
1;49;16;82.2;1;94;18;0;0
0;468.2;7;95.6;0;48;13;1;0
1;84.7;5;79.1;1;2;14;0;0
0;294.1;17;26.9;0;32;8;0;0
0;387.8;5;66.1;1;80;11;1;0
0;466.8;5;16.3;0;24;16;0;0
1;113.5;4;102.4;1;23;8;1;0
1;932.9;10;15.1;0;89;8;1;0
1;327.8;16;36.1;1;9;6;0;1
1;121.8;10;69.3;1;22;19;0;0
1;891.2;5;48;1;7;17;1;1
1;121.5;19;107.9;1;62;22;0;0
1;550.3;13;46.2;1;61;8;1;0
0;310.4;4;107.1;1;21;0;1;1
1;736.2;1;62.8;1;23;0;0;1
1;946.7;14;82;0;67;17;1;0
0;569.1;12;103;0;54;6;0;0
1;214.6;9;55.2;1;18;17;0;0
1;571.4;18;95.6;1;66;10;0;1
0;227.6;14;52.5;1;89;16;0;0
0;586.6;2;95.9;0;48;16;0;0
0;489.3;16;74.7;0;57;3;1;0
1;405.7;19;90.4;1;18;0;0;1
0;310;17;97.9;0;72;1;0;1
0;600.7;3;53.4;0;70;23;1;0
1;681.8;11;49.1;1;89;17;0;1
1;65.1;6;105.4;1;40;9;0;0
1;109.9;8;109.9;1;44;16;0;0
0;761.1;4;24;0;68;5;1;0
1;900.7;8;96.7;0;54;21;0;1
0;174.4;15;56;0;84;18;1;0
0;407.9;5;67.8;0;60;2;1;0
0;975.5;5;82.1;1;84;7;0;0
0;734.5;14;107.7;1;88;2;1;0
0;388.5;8;83.3;1;33;8;1;0
1;392.9;9;38.2;1;69;11;1;0
0;766.4;7;59.1;0;57;19;1;0
1;420.9;12;106.6;1;58;4;0;1
0;873.9;17;48;0;63;0;0;1
0;456;4;100.2;0;17;9;0;0
1;377.3;5;99.3;1;48;0;0;1
1;265.6;8;39.2;0;13;17;1;0
0;40.4;10;48.1;1;33;23;1;0
1;234.8;20;94.6;1;59;1;0;1
0;129.2;6;40.6;0;92;13;1;0
0;311.1;9;84.9;0;76;1;1;0
1;522;20;63;1;1;0;0;1
0;906.6;16;98.5;1;7;13;0;1
0;27.3;13;20.9;0;77;4;1;0
0;256.2;1;93.9;1;43;2;1;0
0;408.8;2;21.7;1;56;17;1;0
0;733.4;15;25.8;0;1;16;0;0
0;617.1;16;108.7;1;40;13;1;0
0;624;14;49.4;1;20;16;0;0
0;728.3;17;96.4;0;91;3;1;0
0;854.9;3;50.9;0;4;18;1;0
0;90.7;19;59.2;1;97;14;0;0
0;181.8;15;54.9;0;81;3;0;1
0;176.9;11;20.6;1;83;16;1;1
1;332.8;8;59.2;0;19;20;1;0
0;644;7;95.3;1;92;20;0;0
0;609.5;16;46.2;1;46;1;1;0
0;101;14;32.9;1;13;0;0;1
1;445;10;21.4;1;37;23;0;1
0;82.3;2;13.5;0;77;7;0;0
1;418.7;20;28.7;0;95;6;1;0
0;729.1;10;45.4;0;1;15;0;0
1;229;10;93.2;0;7;1;1;0
1;677.3;16;14.8;0;7;7;1;1
1;121.7;4;39.8;0;95;2;0;0
0;652.7;2;37.2;1;74;7;1;0
1;276.5;12;40.2;0;31;15;1;0
0;273.2;4;60.9;0;74;18;0;0
1;650.2;7;35.8;1;59;0;0;1
1;557.9;15;72.5;0;48;22;0;1
1;776.8;20;87.7;0;80;23;1;0
1;643.3;20;54.6;0;52;14;0;1
0;24.6;7;104.2;1;32;8;1;0
0;206.9;10;44.7;0;49;17;0;0
0;810.8;10;94.8;1;45;16;0;1
0;96.7;3;46.6;0;75;13;0;0
1;272.6;19;101.1;1;92;6;0;0
1;669.5;18;44.1;1;47;8;1;0
1;895.5;19;54.9;0;3;2;1;0
1;334.2;8;65.7;1;42;0;0;1
0;598.5;1;13.2;1;89;2;1;0
1;804.3;20;52;0;22;18;1;1
1;777.1;3;19.9;1;15;10;0;1
1;555.2;11;75;0;35;9;1;0
1;801.9;5;45;1;98;22;1;0
0;990.4;17;58.8;1;51;21;0;1
0;475.6;1;50.1;1;43;18;0;0
0;813.8;16;53.1;1;80;10;1;0
1;946.4;8;31.3;0;5;5;1;0
1;108.9;17;107.7;1;25;18;0;0
1;578.5;1;88.8;1;96;12;0;0
1;625.6;17;99.7;0;17;1;0;1
0;279.4;15;73.8;1;10;23;0;0
0;773.8;14;62.7;0;84;21;0;0
0;784.8;11;61.9;1;100;1;1;0
1;823.8;2;66.9;0;3;5;0;1
0;400;3;104;0;65;22;0;0
0;814.2;5;102.7;1;83;19;0;0
0;698.8;18;103.2;0;96;16;1;0
0;666.1;10;14.8;0;37;5;0;1
1;678.8;11;69.9;1;28;4;1;0
0;5.3;2;39.5;1;79;22;0;0
1;874.3;11;103.2;1;54;17;1;1
0;190.5;12;92.7;1;13;1;1;1
1;926.1;13;48.7;0;45;22;1;1
0;49.8;18;61.3;0;47;13;0;0
1;108.2;7;84.6;1;24;20;0;0
1;822.4;9;45;1;97;8;0;1
1;311.6;20;83.4;1;60;7;1;0
1;809.6;4;101.3;1;19;10;1;0
0;985;1;101.5;1;3;23;1;1
0;230.6;2;42;0;26;0;1;0
0;532.8;5;45.4;0;45;2;1;0
